lmd_id,store,merchant_homepage,long_offer,title,description,code,terms_and_conditions,categories,featured,publisher_exclusive,url,smartlink,image_url,type,offer,offer_value,status,start_date,end_date
1122824,au.zaful.com,https://au.zaful.com/,"Boxing Day Carnival - Avail Buy 3 Get 20 % Discount on Decor and Accessories","Boxing Day Carnival - Avail Buy 3 Get 20 % Discount","This offer is valid on Decor and Accessories",,,"Fashion,Eyewear,Jewellery,Fashion Accessories,Home and Living,Furniture and Decor,Travel,Travel Accessories",Yes,N,https://au.zaful.com/promotion/zaful-christmas-holiday-shop-accessories.html,https://smartlink.linkmydeals.com/?account_id=13570&network=&url=https%3A%2F%2Fau.zaful.com%2Fpromotion%2Fzaful-christmas-holiday-shop-accessories.html,,Deal,Sale,Sale,active,2022-12-17,2023-04-09
1122864,au.zaful.com,https://au.zaful.com/,"Get Buy 5 Get 25% off on Decor and Accessories","Avail Buy 5 Get 25% off","This coupon is valid on Decor and Accessories",,,"Fashion,Eyewear,Jewellery,Fashion Accessories,Home and Living,Furniture and Decor,Travel,Travel Accessories",Yes,N,https://au.zaful.com/promotion/zaful-christmas-holiday-shop-accessories.html,https://smartlink.linkmydeals.com/?account_id=13570&network=&url=https%3A%2F%2Fau.zaful.com%2Fpromotion%2Fzaful-christmas-holiday-shop-accessories.html,,Deal,BOGO,"Buy &amp; Get",active,2022-12-17,2023-04-09
821694,au.zaful.com,https://au.zaful.com/,"Get $30 off on all products","$30 OFF","This voucher is valid on all products (On Min. Purchase of $200. Only for New users)",ZFIRST,,"Fashion,Womens Apparels,Lingerie",No,N,https://au.zaful.com/,https://smartlink.linkmydeals.com/?account_id=13570&network=&url=https%3A%2F%2Fau.zaful.com%2F,https://c.cfjump.com/Avatars/ECED3475-931C-41F1-B3CD-513CD7FDFDCA.png,Code,Sign-Up,"Sign-Up Offer",active,2022-01-19,2024-01-01
821693,au.zaful.com,https://au.zaful.com/,"Get $50 Off on all products","Avail $50 discount","This voucher is valid on all products (On Min. Purchase of $300)",CLOSET,,"Fashion,Womens Apparels",No,N,https://au.zaful.com/,https://smartlink.linkmydeals.com/?account_id=13570&network=&url=https%3A%2F%2Fau.zaful.com%2F,https://c.cfjump.com/Avatars/ECED3475-931C-41F1-B3CD-513CD7FDFDCA.png,Code,Price-Off,$50,active,2022-01-19,2024-01-01
1118752,au.zaful.com,https://au.zaful.com/,"Sweaters and Cardigans starting at just AU$36.72","Sweaters and Cardigans","AU$36.72 onwards",,,"Fashion,Mens Apparels",No,N,https://au.zaful.com/home/Men?tab=Men,https://smartlink.linkmydeals.com/?account_id=13570&network=&url=https%3A%2F%2Fau.zaful.com%2Fhome%2FMen%3Ftab%3DMen,https://uidesign.zafcdn.com/ZF/image/11923/au-05.jpg?impolicy=high,Deal,Offer,"Super Offer",active,2023-02-18,2023-04-11
1160272,au.zaful.com,https://au.zaful.com/,"Avail $2.30 OFF on Alloy Faux Pearl Choker Clavicle Necklace","Get $2.30 off","Applicable on Alloy Faux Pearl Choker Clavicle Necklace",ZACC34,,"Fashion,Jewellery",No,N,https://www.zaful.com/alloy-faux-pearl-choker-clavicle-necklace-puid_4866911.html,https://smartlink.linkmydeals.com/?account_id=13570&network=&url=https%3A%2F%2Fwww.zaful.com%2Falloy-faux-pearl-choker-clavicle-necklace-puid_4866911.html,https://c.cfjump.com/Avatars/ECED3475-931C-41F1-B3CD-513CD7FDFDCA.png,Code,Price-Off,$2.30,active,2023-03-27,2023-05-01
1160273,au.zaful.com,https://au.zaful.com/,"$2.20 off on Layered Sequins Y Shaped Lariat Necklace","$2.20 discount","This voucher is valid on Layered Sequins Y Shaped Lariat Necklace",ZACC35,,"Fashion,Jewellery",No,N,https://www.zaful.com/layered-sequins-y-shaped-necklace-puid_4665028.html,https://smartlink.linkmydeals.com/?account_id=13570&network=&url=https%3A%2F%2Fwww.zaful.com%2Flayered-sequins-y-shaped-necklace-puid_4665028.html,https://c.cfjump.com/Avatars/ECED3475-931C-41F1-B3CD-513CD7FDFDCA.png,Code,Price-Off,$2.20,active,2023-03-27,2023-05-01
1160274,au.zaful.com,https://au.zaful.com/,"$4.50 discount on Street Fashion All match Sunglasses","$4.50 Discount","Applicable on Street Fashion All match Sunglasses",ZACC39,,"Fashion,Eyewear",No,N,https://www.zaful.com/street-fashion-all-match-sunglasses-puid_5024531.html,https://smartlink.linkmydeals.com/?account_id=13570&network=&url=https%3A%2F%2Fwww.zaful.com%2Fstreet-fashion-all-match-sunglasses-puid_5024531.html,https://c.cfjump.com/Avatars/ECED3475-931C-41F1-B3CD-513CD7FDFDCA.png,Code,Price-Off,$4.50,active,2023-03-27,2023-05-01
1160275,au.zaful.com,https://au.zaful.com/,"$2.70 OFF on Sporty Windproof Warp Around Sunglasses","Get $2.70 Discount","Valid on Sporty Windproof Warp Around Sunglasses",ZACC40,,"Fashion,Eyewear",No,N,https://www.zaful.com/sporty-windproof-warp-around-sunglasses-puid_5074214.html,https://smartlink.linkmydeals.com/?account_id=13570&network=&url=https%3A%2F%2Fwww.zaful.com%2Fsporty-windproof-warp-around-sunglasses-puid_5074214.html,https://c.cfjump.com/Avatars/ECED3475-931C-41F1-B3CD-513CD7FDFDCA.png,Code,Price-Off,$2.70,active,2023-03-27,2023-05-01
974416,au.zaful.com,https://au.zaful.com/,"Additional 15% OFF on all products","Additional 15% Off","This offer is applicable on all products (For new customers only)",,,"Fashion,Mens Apparels,Womens Apparels,Footwear,Handbags and Wallets,Jewellery,Travel,Travel Accessories",No,N,https://au.zaful.com/,https://smartlink.linkmydeals.com/?account_id=13570&network=&url=https%3A%2F%2Fau.zaful.com%2F,,Deal,Sign-Up,"Sign-Up Offer",active,2020-12-31,2023-04-11
1118748,au.zaful.com,https://au.zaful.com/,"Get Up to 55% Off on Men&#039;s Fashion Trends","Avail Up to 55% discount","This offer is valid on Men&#039;s Fashion Trends",,,"Fashion,Mens Apparels",No,N,https://au.zaful.com/promotion/menswear-fashion-trends.html,https://smartlink.linkmydeals.com/?account_id=13570&network=&url=https%3A%2F%2Fau.zaful.com%2Fpromotion%2Fmenswear-fashion-trends.html,https://uidesign.zafcdn.com/ZF/image/11714/NY-US-03.jpg?impolicy=high,Deal,Percentage-Off,55%,active,2023-02-18,2023-04-11
1122942,au.zaful.com,https://au.zaful.com/,"Men&#039;s Jackets and Coats starting at just AU$16.15","Men&#039;s Jackets and Coats","Starts @ AU$16.15 only",,,"Fashion,Mens Apparels",No,N,https://au.zaful.com/men-jackets-coats-e_141/?odr=price-low-to-high,https://smartlink.linkmydeals.com/?account_id=13570&network=&url=https%3A%2F%2Fau.zaful.com%2Fmen-jackets-coats-e_141%2F%3Fodr%3Dprice-low-to-high,https://uidesign.zafcdn.com/ZF/image/11923/au-03.jpg?impolicy=high,Deal,Offer,"Best Offer",active,2023-02-18,2023-04-09
1122943,au.zaful.com,https://au.zaful.com/,"Hoodies and Sweatshirts starting at just AU$16.15","Hoodies and Sweatshirts","Starting at AU$16.15 only",,,"Fashion,Mens Apparels",No,N,https://au.zaful.com/men-hoodies-sweatshirts-e_139/?odr=new-arrivals,https://smartlink.linkmydeals.com/?account_id=13570&network=&url=https%3A%2F%2Fau.zaful.com%2Fmen-hoodies-sweatshirts-e_139%2F%3Fodr%3Dnew-arrivals,https://uidesign.zafcdn.com/ZF/image/11923/au-04.jpg?impolicy=high,Deal,Offer,"Great Value",active,2023-02-18,2023-04-09
1122941,au.zaful.com,https://au.zaful.com/,"Up to 69% discount on Fall New Arrivals","Get Upto 69% Discount","This voucher is applicable on Fall New Arrivals",,,"Fashion,Mens Apparels",No,N,https://au.zaful.com/promotion/zaful-spring-menswear-collection.html,https://smartlink.linkmydeals.com/?account_id=13570&network=&url=https%3A%2F%2Fau.zaful.com%2Fpromotion%2Fzaful-spring-menswear-collection.html,https://uidesign.zafcdn.com/ZF/image/11942/au-csx-03.jpg?impolicy=high,Deal,Percentage-Off,69%,active,2023-02-18,2023-04-11
1122940,au.zaful.com,https://au.zaful.com/,"Women&#039;s Bottoms starting at just $9.54","Women&#039;s Bottoms","Starts @ $9.54 only",,,"Fashion,Womens Apparels",No,N,https://au.zaful.com/deals/bottoms-e_88/,https://smartlink.linkmydeals.com/?account_id=13570&network=&url=https%3A%2F%2Fau.zaful.com%2Fdeals%2Fbottoms-e_88%2F,https://uidesign.zafcdn.com/ZF/image/11912/au-0130-women_28.jpg?impolicy=high,Deal,Offer,"Great Value",active,2023-02-18,2023-04-09
1122938,au.zaful.com,https://au.zaful.com/,"Women&#039;s Tank Tops starting at just AU$6.99","Women&#039;s Tank Tops","Starts at AU$6.99",,,"Fashion,Womens Apparels",No,N,https://au.zaful.com/deals/tanks-e_18/,https://smartlink.linkmydeals.com/?account_id=13570&network=&url=https%3A%2F%2Fau.zaful.com%2Fdeals%2Ftanks-e_18%2F,https://uidesign.zafcdn.com/ZF/image/11912/au-0130-women_26.jpg?impolicy=high,Deal,Offer,"Great Value",active,2023-02-18,2023-04-09
1122939,au.zaful.com,https://au.zaful.com/,"Women&#039;s tees starting at just AU$5.99","Women&#039;s tees","Starting @ just AU$5.99",,,"Fashion,Womens Apparels",No,N,https://au.zaful.com/deals/tees-e_17/,https://smartlink.linkmydeals.com/?account_id=13570&network=&url=https%3A%2F%2Fau.zaful.com%2Fdeals%2Ftees-e_17%2F,https://uidesign.zafcdn.com/ZF/image/11912/au-0130-women_27.jpg?impolicy=high,Deal,Offer,"Super Offer",active,2023-02-18,2023-04-09
1122936,au.zaful.com,https://au.zaful.com/,"Avail Up to 76% Discount on Spring Collection","Get Upto 76% Off","This discount is valid on Spring Collection",,,"Fashion,Mens Apparels,Womens Apparels,Lingerie,Eyewear,Handbags and Wallets,Jewellery,Fashion Accessories,Health and Beauty,Body Care,Makeup Products,Sports and Outdoor,Sportswear",No,N,https://au.zaful.com/promotion/zaful-spring-collection.html,https://smartlink.linkmydeals.com/?account_id=13570&network=&url=https%3A%2F%2Fau.zaful.com%2Fpromotion%2Fzaful-spring-collection.html,https://uidesign.zafcdn.com/ZF/image/11943/au-csx-03.jpg?impolicy=high,Deal,Percentage-Off,76%,active,2023-02-18,2023-04-09
1122937,au.zaful.com,https://au.zaful.com/,"Women&#039;s Dresses starting at just AU$8.99","Women&#039;s Dresses","Starting @ AU$8.99",,,"Fashion,Womens Apparels",No,N,https://au.zaful.com/deals/dresses-e_5/,https://smartlink.linkmydeals.com/?account_id=13570&network=&url=https%3A%2F%2Fau.zaful.com%2Fdeals%2Fdresses-e_5%2F,https://uidesign.zafcdn.com/ZF/image/11912/au-0130-women_25.jpg?impolicy=high,Deal,Offer,"Save Big",active,2023-02-18,2023-04-09
1122935,au.zaful.com,https://au.zaful.com/,"Up to 48% discount on Clothing and Accessories","Get Up to 48% Discount","This offer is valid on Clothing and Accessories",,,"Fashion,Mens Apparels,Womens Apparels,Lingerie,Eyewear,Footwear,Handbags and Wallets,Jewellery,Fashion Accessories,Health and Beauty,Body Care,Makeup Products,Sports and Outdoor,Sportswear",No,N,https://au.zaful.com/promotion/women-day-sale.html,https://smartlink.linkmydeals.com/?account_id=13570&network=&url=https%3A%2F%2Fau.zaful.com%2Fpromotion%2Fwomen-day-sale.html,https://uidesign.zafcdn.com/ZF/image/11997/us-NY.jpg?impolicy=high,Deal,Percentage-Off,48%,active,2023-02-18,2023-04-09
1122934,au.zaful.com,https://au.zaful.com/,"Get Flat 15% discount on all products","15% Discount","This offer is applicable on all products (Only for New Customers)",,,"Fashion,Mens Apparels,Womens Apparels,Lingerie,Eyewear,Footwear,Handbags and Wallets,Jewellery,Fashion Accessories,Health and Beauty,Body Care,Makeup Products,Sports and Outdoor,Sportswear",No,N,https://au.zaful.com/promotion/New-User.html,https://smartlink.linkmydeals.com/?account_id=13570&network=&url=https%3A%2F%2Fau.zaful.com%2Fpromotion%2FNew-User.html,,Deal,Sign-Up,"Sign-Up Offer",active,2023-02-18,2023-04-09
1041853,au.zaful.com,https://au.zaful.com/,"Get Flat 19% OFF on all products","Flat 19% OFF","This coupon is applicable on all products",AFF22,,"Fashion,Mens Apparels,Womens Apparels,Watches,Lingerie,Eyewear,Footwear,Handbags and Wallets,Jewellery,Fashion Accessories,Entertainment,Sports,Health and Beauty,Body Care,Makeup Products",No,N,https://au.zaful.com/,https://smartlink.linkmydeals.com/?account_id=13570&network=&url=https%3A%2F%2Fau.zaful.com%2F,https://c.cfjump.com/Avatars/ECED3475-931C-41F1-B3CD-513CD7FDFDCA.png,Code,Percentage-Off,19%,active,2022-12-08,2024-01-01
1050484,au.zaful.com,https://au.zaful.com/,"Get Up to 50% off + Additional 20% off on most products","Avail Up to 50% Off + Additional 20% Off","This promotional offer is valid on most products (Only using Mobile App)",ZAFULAPP,,"Fashion,Mens Apparels,Womens Apparels,Eyewear,Footwear,Handbags and Wallets,Jewellery,Fashion Accessories,Electronics and Gadgets,Personal Care Appliances,Entertainment,Sports,Health and Beauty,Body Care,Makeup Products,Home and Living,Furniture and Decor",No,N,https://au.zaful.com/,https://smartlink.linkmydeals.com/?account_id=13570&network=&url=https%3A%2F%2Fau.zaful.com%2F,,Code,Percentage-Off,"50% + 20%",active,2022-12-16,2023-04-10
974528,bannerbuzz.co.uk,https://www.bannerbuzz.co.uk/,"Spike Base @ just &#163;9.59","Spike Base","Get it at just &#163;9.59",,,"Stationary,Online Printing",No,N,https://www.bannerbuzz.co.uk/spike-base/p,https://smartlink.linkmydeals.com/?account_id=13570&network=&url=https%3A%2F%2Fwww.bannerbuzz.co.uk%2Fspike-base%2Fp,,Deal,Offer,"Hot Offer",active,2020-10-06,2023-04-11
1067803,bannerbuzz.co.uk,https://www.bannerbuzz.co.uk/,"22% discount on all products","Flat 22% OFF","Valid on all products (Max. Once per user. Max. discount of &#163;100. Not valid on special sizes, accessories and inflatables)",NXT22,"<p>&bull; Maximum discount up to &pound;100 per order.</p>
<p>&bull; Promo not applicable on special sizes, accessories and inflatables</p>
<p>&bull; Offer valid for only one time use per user.</p>
<p>&bull; Free express shipping for all orders above &pound;99.</p>
<p>&bull; Offer valid for limited time period only.</p>
<p>&bull; Not valid on previous purchases or in combination with any other offer.</p>
<p>&bull; Additional charges will apply on taxes and shipping, if applicable</p>
<p>&bull; Discount percentage may vary on the cart value and may change as per company&rsquo;s discretion</p>
<p>&bull; BannerBuzz reserves the right to amend, rescind, revoke or terminate this offer at any time, with or without any cause.</p>","Stationary,Office Supplies,Online Printing",No,N,https://www.bannerbuzz.co.uk/coupons,https://smartlink.linkmydeals.com/?account_id=13570&network=&url=https%3A%2F%2Fwww.bannerbuzz.co.uk%2Fcoupons,,Code,Percentage-Off,22%,active,2022-11-18,2023-04-10
974957,bannerbuzz.co.uk,https://www.bannerbuzz.co.uk/,"Free Express Shipping on all products","Free Express Shipping","This offer is applicable on all products (On Min. Purchase of &#163;99)",,,"Stationary,Online Printing",No,N,https://www.bannerbuzz.co.uk/,https://smartlink.linkmydeals.com/?account_id=13570&network=&url=https%3A%2F%2Fwww.bannerbuzz.co.uk%2F,,Deal,Freebie,Free,active,2021-04-22,2023-04-11
1045473,bannerbuzz.co.uk,https://www.bannerbuzz.co.uk/,"Get 20% Discount on Sky tube hanging banners","Avail Flat 20% Discount","This coupon is valid on Sky tube hanging banners",HANGITUP20,,"Stationary,Online Printing",No,N,https://www.bannerbuzz.co.uk/,https://smartlink.linkmydeals.com/?account_id=13570&network=&url=https%3A%2F%2Fwww.bannerbuzz.co.uk%2F,,Code,Percentage-Off,20%,active,2022-12-12,2023-04-10
874013,bannerbuzz.co.uk,https://www.bannerbuzz.co.uk/,"Get Flat 20% Off on First order","20% off","This promotional offer is valid on First order (For new customers only)",NEWUSER,,"Stationary,Online Printing",No,N,https://www.bannerbuzz.co.uk/,https://smartlink.linkmydeals.com/?account_id=13570&network=&url=https%3A%2F%2Fwww.bannerbuzz.co.uk%2F,,Code,Sign-Up,"Sign-Up Offer",active,2021-09-15,2023-04-10
1067786,bannerbuzz.co.uk,https://www.bannerbuzz.co.uk/,"Get Flat 25% off on most products","Avail 25% off","Valid on most products (Max. discount of &#163;75. Not valid on special sizes, accessories and inflatables)",BBSAVE,"<p>Valid till 31st December, 2022</p>
<p>&bull; Maximum Discount &pound;75 per order</p>
<p>&bull; Promo not applicable on special sizes, accessories and inflatables</p>
<p>&bull; Free Express Shipping for all orders above &pound;99.</p>
<p>&bull; Offer is available for a limited period only</p>
<p>&bull; Not valid on previous purchases or in combination with any other offer.</p>
<p>&bull; Additional charges will apply on taxes and shipping, if applicable</p>
<p>&bull; Please note that BannerBuzz reserves the right to rescind, revoke or terminate this offer at any time, with or without cause.</p>","Stationary,Office Supplies,Online Printing",No,N,https://www.bannerbuzz.co.uk/coupons,https://smartlink.linkmydeals.com/?account_id=13570&network=&url=https%3A%2F%2Fwww.bannerbuzz.co.uk%2Fcoupons,,Code,Percentage-Off,25%,active,2022-11-18,2023-04-10
1119943,bannerbuzz.co.uk,https://www.bannerbuzz.co.uk/,"4% discount on all products","4% discount","Valid on all products",WELCOME5,,"Stationary,Office Supplies,Online Printing",No,N,https://www.bannerbuzz.co.uk/,https://smartlink.linkmydeals.com/?account_id=13570&network=&url=https%3A%2F%2Fwww.bannerbuzz.co.uk%2F,,Code,Percentage-Off,4%,active,2023-02-20,2023-04-10
1067802,bannerbuzz.co.uk,https://www.bannerbuzz.co.uk/,"Flat 10% Discount on all products","Get Flat 10% Discount","Valid on all products (On Min. Purchase of &#163;350. Max. discount of &#163;250. Not valid on special sizes, accessories and inflatables)",BBAOV350,"<p>&bull; Maximum discount up to 250 per order.</p>
<p>&bull; Minimum Order Value 350.</p>
<p>&bull; Promo not applicable on special sizes, accessories and inflatables</p>
<p>&bull; Free Super Saver shipping for all orders above 99.</p>
<p>&bull; Offer valid till December 31st, 2022.</p>
<p>&bull; Not valid on previous purchases or in combination with any other offer.</p>
<p>&bull; Additional charges will apply on taxes and shipping, if applicable""</p>","Stationary,Office Supplies,Online Printing",No,N,https://www.bannerbuzz.co.uk/coupons,https://smartlink.linkmydeals.com/?account_id=13570&network=&url=https%3A%2F%2Fwww.bannerbuzz.co.uk%2Fcoupons,,Code,Percentage-Off,10%,active,2022-11-18,2024-01-01
996166,bannerbuzz.co.uk,https://www.bannerbuzz.co.uk/,"Custom Vinyl Banners @ just &#163;8.39","Custom Vinyl Banners","Get it @ &#163;8.39 only",,,"Stationary,Online Printing",No,N,https://www.bannerbuzz.co.uk/custom-vinyl-banners/p,https://smartlink.linkmydeals.com/?account_id=13570&network=&url=https%3A%2F%2Fwww.bannerbuzz.co.uk%2Fcustom-vinyl-banners%2Fp,,Deal,Offer,"Great Value",active,2021-06-30,2023-04-11
1068909,bannerbuzz.co.uk,https://www.bannerbuzz.co.uk/,"Flat 20% Off on all products","Flat 20% off","Valid on all products (On Min. Purchase of &#163;700. Max. discount of &#163;250)",BBUAOV700,,"Stationary,Office Supplies,Online Printing",No,N,https://www.bannerbuzz.co.uk/,https://smartlink.linkmydeals.com/?account_id=13570&network=&url=https%3A%2F%2Fwww.bannerbuzz.co.uk%2F,,Code,Percentage-Off,20%,active,2023-01-03,2024-01-01
1068913,bannerbuzz.co.uk,https://www.bannerbuzz.co.uk/,"Avail 15% Off on all products","15% Off","This promotional offer is valid on all products (On Min. Purchase of &#163;500. Max. discount of &#163;250)",BBUAOV500,,"Stationary,Office Supplies,Online Printing",No,N,https://www.bannerbuzz.co.uk/,https://smartlink.linkmydeals.com/?account_id=13570&network=&url=https%3A%2F%2Fwww.bannerbuzz.co.uk%2F,,Code,Percentage-Off,15%,active,2023-01-03,2024-01-01
1051465,bannerbuzz.co.uk,https://www.bannerbuzz.co.uk/,"5% OFF on select products","Avail 5% discount","This discount is applicable on select products",SAVE5,,"Stationary,Online Printing",No,N,https://www.bannerbuzz.co.uk/,https://smartlink.linkmydeals.com/?account_id=13570&network=&url=https%3A%2F%2Fwww.bannerbuzz.co.uk%2F,,Code,Percentage-Off,5%,active,2022-12-17,2023-04-10
1051457,bannerbuzz.co.uk,https://www.bannerbuzz.co.uk/,"Get 10% Discount on select products","10% OFF","This offer is applicable on select products",SAVE10,,"Stationary,Online Printing",No,N,https://www.bannerbuzz.co.uk/,https://smartlink.linkmydeals.com/?account_id=13570&network=&url=https%3A%2F%2Fwww.bannerbuzz.co.uk%2F,,Code,Percentage-Off,10%,active,2022-12-17,2023-04-10
975788,bannerbuzz.co.uk,https://www.bannerbuzz.co.uk/,"Custom Hand Waving Flags @ just &#163;1.91","Custom Hand Waving Flags","Get it at just &#163;1.91",,,"Stationary,Online Printing",No,N,https://www.bannerbuzz.co.uk/custom-hand-waving-flags/p,https://smartlink.linkmydeals.com/?account_id=13570&network=&url=https%3A%2F%2Fwww.bannerbuzz.co.uk%2Fcustom-hand-waving-flags%2Fp,,Deal,Offer,"Great Value",active,2021-04-22,2023-04-11
1165270,bannerbuzz.co.uk,https://www.bannerbuzz.co.uk/,"Up to 35% Discount on select products","Up To 35% Off","This offer is valid on select products (Max. discount of &#163;75)",35BBUK,,"Stationary,Online Printing",No,N,https://www.bannerbuzz.co.uk/special-affiliate-offer,https://smartlink.linkmydeals.com/?account_id=13570&network=&url=https%3A%2F%2Fwww.bannerbuzz.co.uk%2Fspecial-affiliate-offer,,Code,Percentage-Off,35%,active,2023-03-30,2023-09-01
1166783,bannerbuzz.co.uk,https://www.bannerbuzz.co.uk/,"April Showers Sale - Get Up to 25% Discount on Custom Banner Printing","April Showers Sale - Get Upto 25% OFF","Applicable on Custom Banner Printing (Max. discount of &#163;100)",APRSALE,,"Stationary,Online Printing",Yes,N,https://www.bannerbuzz.co.uk/daily-deals,https://smartlink.linkmydeals.com/?account_id=13570&network=&url=https%3A%2F%2Fwww.bannerbuzz.co.uk%2Fdaily-deals,,Code,Sale,Sale,active,2023-04-01,2023-04-11
1067801,bannerbuzz.co.uk,https://www.bannerbuzz.co.uk/,"30% Off on all products","Flat 30% OFF","Valid on all products (Max. discount of &#163;60. Not valid on special sizes, accessories and inflatables)",REDO22OFF,"<p>&nbsp;</p>
<p>&bull; Maximum discount up to &pound;60 per order.<br />&bull; Promo not applicable on special sizes, accessories and inflatables<br />&bull; Free express shipping for all orders above &pound;99.<br />&bull; Offer applicable for a limited time period only<br />&bull; Not valid on previous purchases or in combination with any other offer.<br />&bull; Additional charges will apply on taxes and shipping, if applicable<br />&bull; Discount percentage may vary on the cart value and may change as per company&rsquo;s discretion<br />&bull; BannerBuzz reserves the right to amend, rescind, revoke or terminate this offer at any time, with or without any cause.</p>","Stationary,Office Supplies,Online Printing",No,N,https://www.bannerbuzz.co.uk/coupons,https://smartlink.linkmydeals.com/?account_id=13570&network=&url=https%3A%2F%2Fwww.bannerbuzz.co.uk%2Fcoupons,,Code,Percentage-Off,30%,active,2022-11-18,2023-04-10
1057099,bannerbuzz.co.uk,https://www.bannerbuzz.co.uk/,"Custom Clothing starting at just &#163;9.06","Custom Clothing","Starts from just &#163;9.06",,,"Stationary,Online Printing",No,N,https://www.bannerbuzz.co.uk/clothing,https://smartlink.linkmydeals.com/?account_id=13570&network=&url=https%3A%2F%2Fwww.bannerbuzz.co.uk%2Fclothing,,Deal,Offer,"Best Offer",active,2021-06-30,2023-04-11
1085564,bannerbuzz.co.uk,https://www.bannerbuzz.co.uk/,"Avail 20% OFF on all products","Get Flat 20% off","This promotional offer is valid on all products (On Min. Purchase of &#163;700.00. Max. discount of &#163;250.00)",BBAOV700,,"Stationary,Office Supplies,Online Printing",No,N,https://www.bannerbuzz.co.uk/coupons,https://smartlink.linkmydeals.com/?account_id=13570&network=&url=https%3A%2F%2Fwww.bannerbuzz.co.uk%2Fcoupons,,Code,Percentage-Off,20%,active,2023-01-19,2024-01-01
1085563,bannerbuzz.co.uk,https://www.bannerbuzz.co.uk/,"Get Flat 15% off on all products","Get Flat 15% Off","This coupon is applicable on all products (On Min. Purchase of &#163;500. Max. discount of &#163;250)",BBAOV500,,"Fashion,Mens Apparels,Womens Apparels,Stationary,Office Supplies,Online Printing",No,N,https://www.bannerbuzz.co.uk/coupons,https://smartlink.linkmydeals.com/?account_id=13570&network=&url=https%3A%2F%2Fwww.bannerbuzz.co.uk%2Fcoupons,,Code,Percentage-Off,15%,active,2023-01-19,2024-01-01
1067757,bannerbuzz.co.uk,https://www.bannerbuzz.co.uk/,"Flat 15% Off on all products","15% Off","Valid on all products (Max. discount of &#163;75. Not valid on special sizes, accessories and inflatables)",15CART,"<p>&bull; Maximum discount up to &pound;75 per order.</p>
<p>&bull; Promo not applicable on special sizes, accessories and inflatables</p>
<p>&bull; Free Express Shipping for all orders above &pound;99.</p>
<p>&bull; Offer is available for a limited period only</p>
<p>&bull; Not valid on previous purchases or in combination with any other offer.</p>
<p>&bull; Additional charges will apply on taxes and shipping, if applicable</p>
<p>&bull; Please note that BannerBuzz reserves the right to rescind, revoke or terminate this offer at any time, with or without cause.</p>","Stationary,Office Supplies,Online Printing",No,N,https://www.bannerbuzz.co.uk/coupons,https://smartlink.linkmydeals.com/?account_id=13570&network=&url=https%3A%2F%2Fwww.bannerbuzz.co.uk%2Fcoupons,,Code,Percentage-Off,15%,active,2022-11-18,2023-04-10
1095424,beatoapp.com,https://www.beatoapp.com/,"Get Upto 50% Off on Sexual Wellness Products","Up to 50% discount","This voucher is applicable on Sexual Wellness Products",,,"Health and Beauty,Body Care",No,N,https://www.beatoapp.com/c/sexual-wellness,https://smartlink.linkmydeals.com/?account_id=13570&network=&url=https%3A%2F%2Fwww.beatoapp.com%2Fc%2Fsexual-wellness,https://www.beatoapp.com/assetsv2/img/shop-nav/sexual-wellness.png,Deal,Percentage-Off,50%,active,2023-01-30,2023-04-11
1095425,beatoapp.com,https://www.beatoapp.com/,"Get Up to 44% Off on Grocery and Healthcare Products","Up To 44% discount","This voucher is valid on Grocery and Healthcare Products",,,"Grocery,Health and Beauty,Body Care",No,N,https://www.beatoapp.com/c/staple-food,https://smartlink.linkmydeals.com/?account_id=13570&network=&url=https%3A%2F%2Fwww.beatoapp.com%2Fc%2Fstaple-food,,Deal,Percentage-Off,44%,active,2023-01-30,2023-04-11
1095426,beatoapp.com,https://www.beatoapp.com/,"Dr Ortho Pain Relief Ayurvedic Medicine Oil 120ml @ just &#8377;295","Dr Ortho Pain Relief Ayurvedic Medicine Oil 120ml","Get it @ &#8377;295 only",,,"Health and Beauty,Body Care,Fitness,Medical Supplies",No,N,https://www.beatoapp.com/p/ortho-care/dr-ortho-pain-relief-ayurvedic-medicine-oil-120ml,https://smartlink.linkmydeals.com/?account_id=13570&network=&url=https%3A%2F%2Fwww.beatoapp.com%2Fp%2Fortho-care%2Fdr-ortho-pain-relief-ayurvedic-medicine-oil-120ml,https://www.beatoapp.com/assetsv2/img/shop-nav/ortho-care.png,Deal,Offer,"Best Offer",active,2023-01-30,2023-04-11
1095427,beatoapp.com,https://www.beatoapp.com/,"Upto 50% Discount on Lab Test Booking","Get Up To 50% discount","This voucher is applicable on Lab Test Booking",,,"Health and Beauty,Body Care,Fitness,Medical Supplies",No,N,https://www.beatoapp.com/labtest-at-home,https://smartlink.linkmydeals.com/?account_id=13570&network=&url=https%3A%2F%2Fwww.beatoapp.com%2Flabtest-at-home,https://www.beatoapp.com/assetsv2/img/shop-nav/lab-banner.png,Deal,Percentage-Off,50%,active,2023-01-30,2023-04-11
1095422,beatoapp.com,https://www.beatoapp.com/,"Get Upto 50% off on Personal care Essentials","Upto 50% Off","Applicable on Personal care Essentials",,,"Health and Beauty,Body Care",No,N,https://www.beatoapp.com/c/personal-care,https://smartlink.linkmydeals.com/?account_id=13570&network=&url=https%3A%2F%2Fwww.beatoapp.com%2Fc%2Fpersonal-care,https://www.beatoapp.com/assetsv2/img/shop-nav/personal-care.png,Deal,Percentage-Off,50%,active,2023-01-30,2023-04-11
